customer_id,customer_name,email,registration_date,customer_type
128,Customer 128,customer128@example.com,2025-04-29,PREMIUM
129,Customer 129,customer129@example.com,2024-07-13,REGULAR
130,Customer 130,customer130@example.com,2024-04-09,VIP
131,Customer 131,customer131@example.com,2025-03-17,PREMIUM
132,Customer 132,customer132@example.com,2025-03-09,PREMIUM
133,Customer 133,customer133@example.com,2025-04-23,VIP
134,Customer 134,customer134@example.com,2024-02-25,VIP
135,Customer 135,customer135@example.com,2025-10-31,VIP
136,Customer 136,customer136@example.com,2024-04-10,REGULAR
137,Customer 137,customer137@example.com,2025-02-16,VIP
138,Customer 138,customer138@example.com,2024-12-13,REGULAR
139,Customer 139,customer139@example.com,2024-09-11,REGULAR
140,Customer 140,customer140@example.com,2024-07-13,VIP
141,Customer 141,customer141@example.com,2025-04-04,REGULAR
142,Customer 142,customer142@example.com,2025-03-08,REGULAR
143,Customer 143,customer143@example.com,2024-10-12,PREMIUM
144,Customer 144,customer144@example.com,2024-09-12,REGULAR
145,Customer 145,customer145@example.com,2025-03-29,VIP
146,Customer 146,customer146@example.com,2024-04-10,REGULAR
147,Customer 147,customer147@example.com,2025-10-29,VIP
148,Customer 148,customer148@example.com,2024-01-16,REGULAR
149,Customer 149,customer149@example.com,2024-08-30,REGULAR
150,Customer 150,customer150@example.com,2025-02-20,PREMIUM
151,Customer 151,customer151@example.com,2025-05-07,REGULAR
152,Customer 152,customer152@example.com,2025-02-14,REGULAR
153,Customer 153,customer153@example.com,2024-06-17,PREMIUM
154,Customer 154,customer154@example.com,2024-01-03,PREMIUM
155,Customer 155,customer155@example.com,2024-09-28,PREMIUM
156,Customer 156,customer156@example.com,2024-10-19,PREMIUM
157,Customer 157,customer157@example.com,2025-07-23,VIP
158,Customer 158,customer158@example.com,2025-05-13,REGULAR
159,Customer 159,customer159@example.com,2024-07-13,PREMIUM
160,Customer 160,customer160@example.com,2024-08-10,REGULAR
161,Customer 161,customer161@example.com,2025-08-16,VIP
162,Customer 162,customer162@example.com,2025-07-09,REGULAR
163,Customer 163,customer163@example.com,2024-11-17,REGULAR
164,Customer 164,customer164@example.com,2024-02-21,VIP
165,Customer 165,customer165@example.com,2025-05-03,VIP
166,Customer 166,customer166@example.com,2025-06-27,REGULAR
167,Customer 167,customer167@example.com,2024-02-28,VIP
168,Customer 168,customer168@example.com,2024-03-23,REGULAR
169,Customer 169,customer169@example.com,2024-03-11,VIP
170,Customer 170,customer170@example.com,2024-03-10,VIP
171,Customer 171,customer171@example.com,2024-08-28,PREMIUM
172,Customer 172,customer172@example.com,2024-05-02,VIP
173,Customer 173,customer173@example.com,2024-09-09,VIP
174,Customer 174,customer174@example.com,2025-08-31,REGULAR
175,Customer 175,customer175@example.com,2025-09-26,REGULAR
176,Customer 176,customer176@example.com,2025-03-05,VIP
177,Customer 177,customer177@example.com,2025-08-20,VIP
178,Customer 178,customer178@example.com,2025-06-19,PREMIUM
179,Customer 179,customer179@example.com,2024-09-24,REGULAR
180,Customer 180,customer180@example.com,2025-11-16,VIP
181,Customer 181,customer181@example.com,2024-11-17,REGULAR
182,Customer 182,customer182@example.com,2024-09-28,PREMIUM
183,Customer 183,customer183@example.com,2024-05-14,VIP
184,Customer 184,customer184@example.com,2025-10-22,PREMIUM
185,Customer 185,customer185@example.com,2025-04-13,PREMIUM
186,Customer 186,customer186@example.com,2024-03-15,REGULAR
187,Customer 187,customer187@example.com,2025-04-14,VIP
188,Customer 188,customer188@example.com,2025-07-30,REGULAR
189,Customer 189,customer189@example.com,2024-03-16,VIP
190,Customer 190,customer190@example.com,2024-08-06,VIP
191,Customer 191,customer191@example.com,2024-09-28,REGULAR
192,Customer 192,customer192@example.com,2024-12-23,REGULAR
193,Customer 193,customer193@example.com,2024-09-07,PREMIUM
194,Customer 194,customer194@example.com,2024-10-18,REGULAR
195,Customer 195,customer195@example.com,2025-03-24,VIP
196,Customer 196,customer196@example.com,2024-11-05,VIP
197,Customer 197,customer197@example.com,2025-10-31,VIP
198,Customer 198,customer198@example.com,2024-01-09,VIP
199,Customer 199,customer199@example.com,2025-07-21,PREMIUM
200,Customer 200,customer200@example.com,2025-11-10,REGULAR
201,Customer 201,customer201@example.com,2024-05-17,PREMIUM
202,Customer 202,customer202@example.com,2024-04-28,REGULAR
203,Customer 203,customer203@example.com,2025-07-20,REGULAR
204,Customer 204,customer204@example.com,2024-10-05,PREMIUM
205,Customer 205,customer205@example.com,2025-09-11,REGULAR
206,Customer 206,customer206@example.com,2024-12-17,REGULAR
207,Customer 207,customer207@example.com,2025-10-11,PREMIUM
208,Customer 208,customer208@example.com,2025-06-01,PREMIUM
209,Customer 209,customer209@example.com,2024-09-14,REGULAR
210,Customer 210,customer210@example.com,2024-04-04,VIP
211,Customer 211,customer211@example.com,2025-03-09,PREMIUM
212,Customer 212,customer212@example.com,2024-02-15,REGULAR
213,Customer 213,customer213@example.com,2024-12-07,REGULAR
214,Customer 214,customer214@example.com,2025-10-14,PREMIUM
215,Customer 215,customer215@example.com,2024-06-14,VIP
216,Customer 216,customer216@example.com,2025-03-28,VIP
217,Customer 217,customer217@example.com,2025-03-13,VIP
218,Customer 218,invalid_email_217,2024-01-10,REGULAR
219,Customer 219,customer219@example.com,2024-03-18,VIP
220,Customer 220,customer220@example.com,2024-06-01,VIP
221,Customer 221,customer221@example.com,2024-02-06,PREMIUM
222,Customer 222,customer222@example.com,2025-08-19,VIP
223,Customer 223,customer223@example.com,2024-05-31,PREMIUM
224,Customer 224,customer224@example.com,2024-05-10,REGULAR
225,Customer 225,customer225@example.com,2024-11-11,PREMIUM
226,Customer 226,customer226@example.com,2024-02-10,PREMIUM
227,Customer 227,customer227@example.com,2024-08-03,VIP
228,Customer 228,customer228@example.com,2024-09-12,VIP
229,Customer 229,customer229@example.com,2024-04-15,PREMIUM
230,Customer 230,customer230@example.com,2025-07-27,PREMIUM
231,Customer 231,customer231@example.com,2025-09-27,VIP
232,Customer 232,customer232@example.com,2024-06-07,REGULAR
233,Customer 233,customer233@example.com,2024-06-15,REGULAR
234,Customer 234,customer234@example.com,2025-02-26,REGULAR
235,Customer 235,customer235@example.com,2024-07-02,VIP
236,Customer 236,customer236@example.com,2024-12-06,PREMIUM
237,Customer 237,customer237@example.com,2025-11-16,VIP
238,Customer 238,customer238@example.com,2024-09-11,PREMIUM
239,Customer 239,customer239@example.com,2024-06-12,VIP
240,Customer 240,customer240@example.com,2024-04-20,PREMIUM
241,Customer 241,customer241@example.com,2024-02-09,PREMIUM
242,Customer 242,customer242@example.com,2024-08-15,REGULAR
243,Customer 243,customer243@example.com,2025-04-16,PREMIUM
244,Customer 244,customer244@example.com,2024-11-08,REGULAR
245,Customer 245,customer245@example.com,2024-08-16,REGULAR
246,Customer 246,customer246@example.com,2025-11-06,REGULAR
247,Customer 247,customer247@example.com,2025-02-12,PREMIUM
248,Customer 248,customer248@example.com,2024-10-12,REGULAR
249,Customer 249,customer249@example.com,2024-10-12,PREMIUM
250,Customer 250,customer250@example.com,2025-10-18,VIP
251,Customer 251,customer251@example.com,2025-02-13,VIP
252,Customer 252,customer252@example.com,2025-07-03,PREMIUM
253,Customer 253,customer253@example.com,2024-01-29,REGULAR
254,Customer 254,customer254@example.com,2024-09-24,REGULAR
255,Customer 255,customer255@example.com,2025-08-17,PREMIUM
256,Customer 256,customer256@example.com,2024-02-09,REGULAR
257,Customer 257,customer257@example.com,2025-09-02,PREMIUM
258,Customer 258,customer258@example.com,2024-12-19,VIP
259,Customer 259,customer259@example.com,2024-11-17,PREMIUM
260,Customer 260,customer260@example.com,2025-09-12,VIP
261,Customer 261,customer261@example.com,2024-04-28,PREMIUM
262,Customer 262,customer262@example.com,2025-08-13,REGULAR
263,Customer 263,customer263@example.com,2024-09-17,REGULAR
264,Customer 264,customer264@example.com,2025-03-22,REGULAR
265,Customer 265,customer265@example.com,2025-06-16,VIP
266,Customer 266,customer266@example.com,2025-11-17,REGULAR
267,Customer 267,customer267@example.com,2025-01-07,PREMIUM
268,Customer 268,customer268@example.com,2024-03-12,VIP
269,Customer 269,customer269@example.com,2024-12-04,VIP
270,Customer 270,customer270@example.com,2024-11-17,VIP
271,Customer 271,customer271@example.com,2024-05-07,VIP
272,Customer 272,customer272@example.com,2024-11-03,VIP
273,Customer 273,customer273@example.com,2024-11-12,VIP
274,Customer 274,customer274@example.com,2025-02-22,PREMIUM
275,Customer 275,customer275@example.com,2025-02-16,VIP
276,Customer 276,customer276@example.com,2024-10-29,VIP
277,Customer 277,customer277@example.com,2024-05-10,REGULAR
278,Customer 278,customer278@example.com,2025-03-06,VIP
279,Customer 279,customer279@example.com,2025-01-23,VIP
280,Customer 280,customer280@example.com,2024-06-27,VIP
281,Customer 281,customer281@example.com,2025-08-05,PREMIUM
282,Customer 282,customer282@example.com,2025-02-19,VIP
283,Customer 283,customer283@example.com,2024-01-01,PREMIUM
284,Customer 284,customer284@example.com,2024-10-20,REGULAR
285,Customer 285,customer285@example.com,2025-03-16,VIP
286,Customer 286,customer286@example.com,2025-09-13,VIP
287,Customer 287,customer287@example.com,2024-11-25,PREMIUM
288,Customer 288,customer288@example.com,2025-03-28,PREMIUM
289,Customer 289,customer289@example.com,2025-11-22,REGULAR
290,Customer 290,customer290@example.com,2025-06-07,PREMIUM
291,Customer 291,customer291@example.com,2024-06-22,VIP
292,Customer 292,customer292@example.com,2024-03-27,PREMIUM
293,Customer 293,customer293@example.com,2025-06-11,VIP
294,Customer 294,customer294@example.com,2025-10-10,VIP
295,Customer 295,customer295@example.com,2024-12-09,REGULAR
296,Customer 296,customer296@example.com,2024-08-28,VIP
297,Customer 297,customer297@example.com,2024-11-13,REGULAR
298,Customer 298,customer298@example.com,2024-07-22,REGULAR
299,Customer 299,customer299@example.com,2024-01-26,REGULAR
300,Customer 300,customer300@example.com,2024-09-07,PREMIUM
301,Customer 301,customer301@example.com,2025-09-17,REGULAR
302,Customer 302,invalid_email_301,2025-04-11,PREMIUM
303,Customer 303,customer303@example.com,2025-10-06,VIP
304,Customer 304,customer304@example.com,2024-07-18,VIP
305,Customer 305,customer305@example.com,2025-01-28,PREMIUM
306,Customer 306,customer306@example.com,2025-02-13,REGULAR
307,Customer 307,customer307@example.com,2024-05-31,VIP
308,Customer 308,customer308@example.com,2024-01-06,REGULAR
309,Customer 309,customer309@example.com,2025-03-11,REGULAR
310,Customer 310,customer310@example.com,2024-06-29,VIP
311,Customer 311,customer311@example.com,2025-06-14,PREMIUM
312,Customer 312,customer312@example.com,2024-02-21,VIP
313,Customer 313,customer313@example.com,2024-09-12,REGULAR
314,Customer 314,customer314@example.com,2025-04-12,REGULAR
315,Customer 315,customer315@example.com,2025-04-20,VIP
316,Customer 316,customer316@example.com,2025-06-27,VIP
317,Customer 317,customer317@example.com,2025-09-01,PREMIUM
318,Customer 318,customer318@example.com,2025-03-29,VIP
319,Customer 319,customer319@example.com,2025-05-31,PREMIUM
320,Customer 320,customer320@example.com,2025-07-15,PREMIUM
321,Customer 321,invalid_email_320,2024-06-11,VIP
322,Customer 322,customer322@example.com,2025-05-01,PREMIUM
323,Customer 323,customer323@example.com,2024-09-22,REGULAR
324,Customer 324,customer324@example.com,2025-10-14,PREMIUM
325,Customer 325,customer325@example.com,2025-06-17,PREMIUM
326,Customer 326,customer326@example.com,2025-10-03,REGULAR
327,Customer 327,customer327@example.com,2024-10-08,PREMIUM
328,Customer 328,customer328@example.com,2024-03-20,VIP
329,Customer 329,customer329@example.com,2024-10-19,REGULAR
330,Customer 330,customer330@example.com,2024-10-05,PREMIUM
331,Customer 331,customer331@example.com,2024-11-23,VIP
332,Customer 332,customer332@example.com,2024-03-23,REGULAR
333,Customer 333,customer333@example.com,2024-06-03,REGULAR
334,Customer 334,customer334@example.com,2025-01-27,VIP
335,Customer 335,customer335@example.com,2024-06-05,VIP
336,Customer 336,customer336@example.com,2024-08-07,REGULAR
337,Customer 337,customer337@example.com,2025-02-28,PREMIUM
338,Customer 338,customer338@example.com,2024-12-04,VIP
339,Customer 339,invalid_email_338,2025-04-22,PREMIUM
340,Customer 340,customer340@example.com,2024-03-04,REGULAR
341,Customer 341,customer341@example.com,2025-03-06,PREMIUM
342,Customer 342,customer342@example.com,2025-08-21,VIP
343,Customer 343,customer343@example.com,2024-01-21,VIP
344,Customer 344,customer344@example.com,2025-01-24,PREMIUM
345,Customer 345,customer345@example.com,2024-01-07,PREMIUM
346,Customer 346,customer346@example.com,2024-11-01,PREMIUM
347,Customer 347,customer347@example.com,2025-03-05,VIP
348,Customer 348,customer348@example.com,2025-07-13,VIP
349,Customer 349,customer349@example.com,2024-08-13,PREMIUM
350,Customer 350,customer350@example.com,2024-08-12,PREMIUM
351,Customer 351,customer351@example.com,2025-03-22,PREMIUM
352,Customer 352,customer352@example.com,2024-01-30,PREMIUM
353,Customer 353,customer353@example.com,2024-12-10,VIP
354,Customer 354,customer354@example.com,2025-11-26,PREMIUM
355,Customer 355,customer355@example.com,2024-06-18,PREMIUM
356,Customer 356,customer356@example.com,2024-05-10,VIP
357,Customer 357,customer357@example.com,2025-06-30,REGULAR
358,Customer 358,customer358@example.com,2025-02-07,VIP
359,Customer 359,customer359@example.com,2025-07-31,VIP
360,Customer 360,customer360@example.com,2024-01-28,REGULAR
361,Customer 361,customer361@example.com,2025-10-20,PREMIUM
362,Customer 362,customer362@example.com,2024-05-18,PREMIUM
363,Customer 363,customer363@example.com,2024-07-05,REGULAR
364,Customer 364,customer364@example.com,2024-09-23,PREMIUM
365,Customer 365,customer365@example.com,2024-12-01,REGULAR
366,Customer 366,customer366@example.com,2025-04-10,PREMIUM
367,Customer 367,customer367@example.com,2024-12-11,PREMIUM
368,Customer 368,customer368@example.com,2024-10-11,PREMIUM
369,Customer 369,customer369@example.com,2024-09-15,REGULAR
370,Customer 370,customer370@example.com,2025-04-26,REGULAR
371,Customer 371,customer371@example.com,2025-07-06,REGULAR
372,Customer 372,customer372@example.com,2024-12-24,REGULAR
373,Customer 373,customer373@example.com,2025-10-27,REGULAR
374,Customer 374,customer374@example.com,2025-10-29,REGULAR
375,Customer 375,customer375@example.com,2024-02-01,REGULAR
376,Customer 376,customer376@example.com,2024-07-23,REGULAR
377,Customer 377,customer377@example.com,2025-09-28,REGULAR
378,Customer 378,customer378@example.com,2024-09-01,REGULAR
379,Customer 379,customer379@example.com,2025-04-29,VIP
380,Customer 380,customer380@example.com,2024-04-27,VIP
381,Customer 381,customer381@example.com,2024-08-11,PREMIUM
382,Customer 382,customer382@example.com,2024-09-19,PREMIUM
383,Customer 383,customer383@example.com,2024-06-20,VIP
384,Customer 384,customer384@example.com,2025-09-13,VIP
385,Customer 385,customer385@example.com,2024-04-27,REGULAR
386,Customer 386,customer386@example.com,2024-11-14,REGULAR
387,Customer 387,customer387@example.com,2025-08-15,REGULAR
388,Customer 388,customer388@example.com,2024-11-15,VIP
389,Customer 389,customer389@example.com,2025-11-24,PREMIUM
390,Customer 390,customer390@example.com,2025-02-10,VIP
391,Customer 391,customer391@example.com,2024-07-22,REGULAR
392,Customer 392,customer392@example.com,2025-08-29,VIP
393,Customer 393,customer393@example.com,2025-10-04,REGULAR
394,Customer 394,customer394@example.com,2024-04-14,VIP
395,Customer 395,customer395@example.com,2024-11-04,VIP
396,Customer 396,customer396@example.com,2025-09-06,REGULAR
397,Customer 397,customer397@example.com,2025-08-02,REGULAR
398,Customer 398,customer398@example.com,2024-12-21,VIP
399,Customer 399,customer399@example.com,2025-03-14,VIP
400,Customer 400,customer400@example.com,2025-01-14,REGULAR
401,Customer 401,customer401@example.com,2025-06-02,VIP
402,Customer 402,customer402@example.com,2024-12-15,REGULAR
403,Customer 403,customer403@example.com,2025-03-06,PREMIUM
404,Customer 404,invalid_email_403,2024-04-18,PREMIUM
405,Customer 405,customer405@example.com,2025-01-05,VIP
406,Customer 406,invalid_email_405,2025-04-15,VIP
407,Customer 407,customer407@example.com,2024-06-05,PREMIUM
408,Customer 408,customer408@example.com,2024-06-29,VIP
409,Customer 409,customer409@example.com,2025-06-18,VIP
410,Customer 410,customer410@example.com,2024-10-03,VIP
411,Customer 411,customer411@example.com,2025-07-05,PREMIUM
412,Customer 412,invalid_email_411,2025-04-21,PREMIUM
413,Customer 413,customer413@example.com,2025-08-29,PREMIUM
414,Customer 414,customer414@example.com,2024-11-26,REGULAR
415,Customer 415,customer415@example.com,2024-03-29,PREMIUM
416,Customer 416,customer416@example.com,2025-04-06,REGULAR
417,Customer 417,customer417@example.com,2025-04-20,VIP
418,Customer 418,customer418@example.com,2025-09-16,VIP
419,Customer 419,customer419@example.com,2025-01-23,PREMIUM
420,Customer 420,customer420@example.com,2024-01-30,PREMIUM
421,Customer 421,customer421@example.com,2024-11-28,REGULAR
422,Customer 422,customer422@example.com,2025-05-14,REGULAR
423,Customer 423,customer423@example.com,2024-12-29,PREMIUM
424,Customer 424,customer424@example.com,2024-12-14,PREMIUM
425,Customer 425,customer425@example.com,2025-09-02,VIP
426,Customer 426,customer426@example.com,2024-10-09,VIP
427,Customer 427,customer427@example.com,2024-01-11,VIP
428,Customer 428,customer428@example.com,2024-07-14,REGULAR
429,Customer 429,customer429@example.com,2024-09-04,VIP
430,Customer 430,customer430@example.com,2025-02-20,PREMIUM
431,Customer 431,customer431@example.com,2025-07-22,REGULAR
432,Customer 432,customer432@example.com,2025-05-02,VIP
433,Customer 433,customer433@example.com,2025-05-17,PREMIUM
434,Customer 434,customer434@example.com,2024-01-18,REGULAR
435,Customer 435,customer435@example.com,2024-10-28,REGULAR
436,Customer 436,customer436@example.com,2025-02-18,VIP
437,Customer 437,customer437@example.com,2024-09-06,PREMIUM
438,Customer 438,customer438@example.com,2025-11-10,VIP
439,Customer 439,customer439@example.com,2025-01-12,PREMIUM
440,Customer 440,customer440@example.com,2025-07-20,VIP
441,Customer 441,customer441@example.com,2024-12-18,PREMIUM
442,Customer 442,customer442@example.com,2025-07-17,PREMIUM
443,Customer 443,customer443@example.com,2024-12-26,VIP
444,Customer 444,customer444@example.com,2025-04-09,PREMIUM
445,Customer 445,customer445@example.com,2024-11-09,PREMIUM
446,Customer 446,customer446@example.com,2024-08-24,REGULAR
447,Customer 447,customer447@example.com,2024-07-16,PREMIUM
448,Customer 448,customer448@example.com,2024-05-02,VIP
449,Customer 449,customer449@example.com,2025-07-02,VIP
450,Customer 450,customer450@example.com,2024-07-08,REGULAR
451,Customer 451,customer451@example.com,2024-08-09,VIP
452,Customer 452,customer452@example.com,2025-05-10,PREMIUM
453,Customer 453,customer453@example.com,2025-08-26,VIP
454,Customer 454,customer454@example.com,2025-09-03,PREMIUM
455,Customer 455,customer455@example.com,2024-04-12,REGULAR
456,Customer 456,customer456@example.com,2024-10-30,REGULAR
457,Customer 457,customer457@example.com,2025-01-04,REGULAR
458,Customer 458,customer458@example.com,2024-11-05,REGULAR
459,Customer 459,customer459@example.com,2025-06-30,REGULAR
460,Customer 460,customer460@example.com,2024-10-07,REGULAR
461,Customer 461,customer461@example.com,2024-02-25,VIP
462,Customer 462,customer462@example.com,2024-10-26,VIP
463,Customer 463,customer463@example.com,2024-05-09,VIP
464,Customer 464,customer464@example.com,2025-05-17,REGULAR
465,Customer 465,customer465@example.com,2024-01-13,VIP
466,Customer 466,customer466@example.com,2024-10-18,PREMIUM
467,Customer 467,customer467@example.com,2025-05-05,PREMIUM
468,Customer 468,customer468@example.com,2024-12-14,REGULAR
469,Customer 469,customer469@example.com,2024-02-22,PREMIUM
470,Customer 470,customer470@example.com,2025-05-04,REGULAR
471,Customer 471,customer471@example.com,2024-03-07,PREMIUM
472,Customer 472,customer472@example.com,2025-05-18,REGULAR
473,Customer 473,customer473@example.com,2025-08-13,VIP
474,Customer 474,customer474@example.com,2024-02-24,REGULAR
475,Customer 475,customer475@example.com,2024-06-01,VIP
476,Customer 476,customer476@example.com,2024-11-07,REGULAR
477,Customer 477,customer477@example.com,2024-09-11,REGULAR
478,Customer 478,customer478@example.com,2025-07-25,PREMIUM
479,Customer 479,invalid_email_478,2025-09-12,VIP
480,Customer 480,customer480@example.com,2025-09-25,REGULAR
481,Customer 481,customer481@example.com,2025-06-19,PREMIUM
482,Customer 482,customer482@example.com,2025-04-06,PREMIUM
483,Customer 483,customer483@example.com,2024-10-31,VIP
484,Customer 484,customer484@example.com,2025-03-15,PREMIUM
485,Customer 485,customer485@example.com,2025-08-05,VIP
486,Customer 486,customer486@example.com,2024-03-02,VIP
487,Customer 487,customer487@example.com,2024-04-11,REGULAR
488,Customer 488,customer488@example.com,2025-10-02,REGULAR
